gene_id,kegg_ko
gene-LOC142987246,ko:K21396
gene-LOC142987248,ko:K17908
gene-LOC142987250,ko:K09660
gene-LOC142987256,ko:K10359
gene-LOC142987259,ko:K01519
gene-LOC142987262,ko:K14950
gene-LOC142987265,ko:K02685
gene-LOC142987269,ko:K05038
gene-LOC142987274,ko:K13105
gene-LOC142987275,ko:K16605
gene-LOC142987276,ko:K12823
gene-LOC142987276,ko:K13178
gene-LOC142987293,ko:K17506
gene-LOC142987295,ko:K19283
gene-LOC142987296,ko:K14410
gene-LOC142987296,ko:K19283
gene-LOC142987297,ko:K04360
gene-LOC142987297,ko:K05122
gene-LOC142987297,ko:K05129
gene-LOC142987300,ko:K10808
gene-LOC142987302,ko:K01278
gene-LOC142987302,ko:K08674
gene-LOC142987305,ko:K21598
gene-LOC142987311,ko:K08745
gene-LOC142987312,ko:K08745
gene-LOC142987315,ko:K10808
gene-LOC142987323,ko:K15200
gene-LOC142987331,ko:K07252
gene-LOC142987340,ko:K18695
gene-LOC142987341,ko:K17552
gene-LOC142987345,ko:K21891
gene-LOC142987346,ko:K07378
gene-LOC142987359,ko:K19612
gene-LOC142987369,ko:K20367
gene-LOC142987380,ko:K04494
gene-LOC142987380,ko:K14437
gene-LOC142987380,ko:K14438
gene-LOC142987381,ko:K20358
gene-LOC142987386,ko:K14530
gene-LOC142987387,ko:K14317
gene-LOC142987387,ko:K16219
gene-LOC142987394,ko:K14785
gene-LOC142987395,ko:K05706
gene-LOC142987395,ko:K09218
gene-LOC142987402,ko:K17563
gene-LOC142987403,ko:K18643
gene-LOC142987406,ko:K14788
gene-LOC142987419,ko:K01273
gene-LOC142987420,ko:K04531
gene-LOC142987420,ko:K20055
gene-LOC142987421,ko:K00547
gene-LOC142987430,ko:K02561
gene-LOC142987430,ko:K20017
gene-LOC142987433,ko:K16745
gene-LOC142987433,ko:K19382
gene-LOC142987437,ko:K03910
gene-LOC142987437,ko:K06530
gene-LOC142987440,ko:K11368
gene-LOC142987450,ko:K19871
gene-LOC142987454,ko:K10486
gene-LOC142987455,ko:K16506
gene-LOC142987459,ko:K19919
gene-LOC142987463,ko:K01593
gene-LOC142987463,ko:K01618
gene-LOC142987468,ko:K00698
gene-LOC142987472,ko:K07200
gene-LOC142987472,ko:K20346
gene-LOC142987476,ko:K10478
gene-LOC142987478,ko:K01590
gene-LOC142987478,ko:K01593
gene-LOC142987478,ko:K22329
gene-LOC142987481,ko:K18932
gene-LOC142987482,ko:K19530
gene-LOC142987483,ko:K08202
gene-LOC142987496,ko:K19329
gene-LOC142987499,ko:K14765
gene-LOC142987502,ko:K09223
gene-LOC142987503,ko:K00079
gene-LOC142987507,ko:K18666
gene-LOC142987512,ko:K17985
gene-LOC142987516,ko:K18342
gene-LOC142987517,ko:K00815
gene-LOC142987520,ko:K00815
gene-LOC142987526,ko:K03440
gene-LOC142987526,ko:K14818
gene-LOC142987532,ko:K03917
gene-LOC142987532,ko:K05619
gene-LOC142987534,ko:K03917
gene-LOC142987534,ko:K05619
gene-LOC142987535,ko:K10582
gene-LOC142987535,ko:K19362
gene-LOC142987536,ko:K17796
gene-LOC142987539,ko:K10582
gene-LOC142987542,ko:K10185
gene-LOC142987544,ko:K03139
gene-LOC142987544,ko:K22204
gene-LOC142987545,ko:K17570
gene-LOC142987549,ko:K21890
gene-LOC142987550,ko:K11974
gene-LOC142987553,ko:K10630
gene-LOC142987559,ko:K15623
gene-LOC142987561,ko:K14353
gene-LOC142987562,ko:K01229
gene-LOC142987562,ko:K05350
gene-LOC142987566,ko:K07190
gene-LOC142987570,ko:K07478
gene-LOC142987580,ko:K00857
gene-LOC142987580,ko:K05961
gene-LOC142987583,ko:K02187
gene-LOC142987583,ko:K04397
gene-LOC142987583,ko:K04489
gene-LOC142987583,ko:K20008
gene-LOC142987594,ko:K05995
gene-LOC142987597,ko:K04255
gene-LOC142987597,ko:K13802
gene-LOC142987598,ko:K04251
gene-LOC142987598,ko:K04253
gene-LOC142987598,ko:K04256
gene-LOC142987602,ko:K15421
gene-LOC142987604,ko:K00819
gene-LOC142987607,ko:K18953
gene-LOC142987609,ko:K09086
gene-LOC142987610,ko:K07852
gene-LOC142987610,ko:K17198
gene-LOC142987614,ko:K14309
gene-LOC142987619,ko:K12666
gene-LOC142987622,ko:K03355
gene-LOC142987625,ko:K19765
gene-LOC142987628,ko:K03120
gene-LOC142987636,ko:K11501
gene-LOC142987646,ko:K09645
gene-LOC142987646,ko:K13289
gene-LOC142987646,ko:K16298
gene-LOC142987647,ko:K09645
gene-LOC142987648,ko:K09645
gene-LOC142987648,ko:K17086
gene-LOC142987649,ko:K09645
gene-LOC142987654,ko:K09200
gene-LOC142987655,ko:K22078
gene-LOC142987656,ko:K01017
gene-LOC142987657,ko:K01187
gene-LOC142987657,ko:K14210
gene-LOC142987658,ko:K01187
gene-LOC142987658,ko:K14210
gene-LOC142987660,ko:K01187
gene-LOC142987660,ko:K14210
gene-LOC142987662,ko:K00232
gene-LOC142987662,ko:K10214
gene-LOC142987678,ko:K00232
gene-LOC142987678,ko:K10214
gene-LOC142987680,ko:K00411
gene-LOC142987683,ko:K13153
gene-LOC142987685,ko:K17781
gene-LOC142987687,ko:K00232
gene-LOC142987687,ko:K10214
gene-LOC142987688,ko:K00232
gene-LOC142987688,ko:K10214
gene-LOC142987694,ko:K00232
gene-LOC142987694,ko:K10214
gene-LOC142987698,ko:K01373
gene-LOC142987699,ko:K01365
gene-LOC142987700,ko:K09267
gene-LOC142987705,ko:K05283
gene-LOC142987709,ko:K20372
gene-LOC142987710,ko:K06129
gene-LOC142987713,ko:K01052
gene-LOC142987718,ko:K08592
gene-LOC142987720,ko:K04862
gene-LOC142987720,ko:K04863
gene-LOC142987720,ko:K04865
gene-LOC142987721,ko:K22255
gene-LOC142987725,ko:K21396
gene-LOC142987727,ko:K18264
gene-LOC142987730,ko:K00681
gene-LOC142987732,ko:K04527
gene-LOC142987735,ko:K01187
gene-LOC142987735,ko:K14210
gene-LOC142987803,ko:K08471
gene-LOC142987804,ko:K18809
gene-LOC142987818,ko:K15115
gene-LOC142987822,ko:K12870
gene-LOC142987822,ko:K13675
gene-LOC142987837,ko:K16734
gene-LOC142987839,ko:K00059
gene-LOC142987840,ko:K00507
gene-LOC142987840,ko:K15331
gene-LOC142987841,ko:K00507
gene-LOC142987841,ko:K15331
gene-LOC142987842,ko:K00507
gene-LOC142987842,ko:K15331
gene-LOC142987843,ko:K00507
gene-LOC142987843,ko:K15331
gene-LOC142987844,ko:K00507
gene-LOC142987844,ko:K15331
gene-LOC142987845,ko:K00507
gene-LOC142987845,ko:K15331
gene-LOC142987846,ko:K00507
gene-LOC142987846,ko:K15331
gene-LOC142987848,ko:K00507
gene-LOC142987848,ko:K15331
gene-LOC142987851,ko:K13169
gene-LOC142987853,ko:K06721
gene-LOC142987854,ko:K08471
gene-LOC142987855,ko:K08471
gene-LOC142987859,ko:K01016
gene-LOC142987859,ko:K01025
gene-LOC142987860,ko:K01016
gene-LOC142987861,ko:K01016
gene-LOC142987861,ko:K01025
gene-LOC142987865,ko:K00799
gene-LOC142987869,ko:K09884
gene-LOC142987878,ko:K02857
gene-LOC142987883,ko:K20804
gene-LOC142987892,ko:K13156
gene-LOC142987896,ko:K10666
gene-LOC142987904,ko:K04729
gene-LOC142987905,ko:K04729
gene-LOC142987907,ko:K11374
gene-LOC142987908,ko:K04729
gene-LOC142987909,ko:K02888
gene-LOC142987910,ko:K03098
gene-LOC142987911,ko:K11136
gene-LPCAT,ko:K13510
gene-LRP1,ko:K04550
gene-LRP1,ko:K20049
gene-LRR,ko:K20493
gene-LSm1,ko:K12620
gene-LSm3,ko:K12622
gene-LSm7,ko:K12626
gene-LTV1,ko:K14798
gene-La,ko:K11090
gene-Lamtor2,ko:K20398
gene-Lamtor3,ko:K04370
gene-Lamtor4,ko:K20399
gene-Lamtor5,ko:K16344
gene-LanA,ko:K06240
gene-Lap1,ko:K12796
gene-Lap1,ko:K13866
gene-Larp7,ko:K15191
gene-Las,ko:K03644
gene-Lcch3,ko:K05181
gene-Lcch3,ko:K05192
gene-Ldlr,ko:K06826
gene-Letm1,ko:K17800
gene-LeuRS,ko:K01869
gene-LeuRS-m,ko:K01869
gene-Lgr1,ko:K04247
gene-Lgr1,ko:K04248
gene-Lgr1,ko:K04249
gene-Lim1,ko:K09372
gene-Lim1,ko:K18493
gene-Lim3,ko:K09374
gene-Lipt1,ko:K10105
gene-Lipt2,ko:K03801
gene-Lis-1,ko:K11887
gene-Lk6,ko:K04372
gene-Lkb1,ko:K07298
gene-Lmx1a,ko:K09371
gene-Lmx1a,ko:K09372
gene-Lnk,ko:K07193
gene-Lnk,ko:K12459
gene-Lon,ko:K08675
gene-Loqs,ko:K09573
gene-Loqs,ko:K18420
gene-Loxl2,ko:K00280
gene-LpR1,ko:K20053
gene-Lpin,ko:K15728
gene-Lrrk,ko:K14304
gene-Lsd-1,ko:K17284
gene-Lsd-2,ko:K17284
gene-Lst8,ko:K08266
gene-Ltn1,ko:K22377
gene-LysRS,ko:K04567
gene-MAPk-Ak2,ko:K04443
gene-MAPk-Ak2,ko:K04444
gene-MAPk-Ak2,ko:K14031
gene-MBD-R2,ko:K18402
gene-MBD-like,ko:K11590
gene-MBD-like,ko:K11591
gene-MCTS1,ko:K07575
gene-MCU,ko:K20858
gene-MED1,ko:K15144
gene-MED10,ko:K04082
gene-MED10,ko:K15151
gene-MED11,ko:K15131
gene-MED14,ko:K15156
gene-MED15,ko:K15157
gene-MED16,ko:K15159
gene-MED17,ko:K15133
gene-MED18,ko:K15135
gene-MED19,ko:K15137
gene-MED20,ko:K10258
gene-MED20,ko:K13528
gene-MED21,ko:K15152
gene-MED22,ko:K15139
gene-MED23,ko:K15166
gene-MED24,ko:K15167
gene-MED27,ko:K15170
gene-MED30,ko:K15143
gene-MED31,ko:K15153
gene-MED4,ko:K14618
gene-MED4,ko:K15146
gene-MED6,ko:K15128
gene-MED7,ko:K15148
gene-MED7,ko:K20414
gene-MED8,ko:K15129
gene-MED9,ko:K15149
gene-MESK2,ko:K18266
gene-MET1,ko:K09026
gene-MFS16,ko:K13783
gene-MFS3,ko:K08193
gene-MFS9,ko:K08193
gene-MFS9,ko:K12301
gene-MFS9,ko:K12302
gene-MHF1,ko:K11511
gene-MHF2,ko:K15360
gene-MICAL-like,ko:K19948
gene-MOF,ko:K11308
gene-MRG15,ko:K11339
gene-MSL1,ko:K13163
gene-MSL1,ko:K14820
gene-MTA1-like,ko:K11660
gene-MTA1-like,ko:K18596
gene-MTF-1,ko:K20828
gene-MYPT-75D,ko:K17458
gene-MYPT-75D,ko:K17459
gene-Mad,ko:K04676
gene-Mad,ko:K16790
gene-Mad1,ko:K06638
gene-Madm,ko:K08875
gene-MagR,ko:K22063
gene-Magi,ko:K05629
gene-Magi,ko:K05631
gene-Magi,ko:K06112
gene-Manf,ko:K13190
gene-Mapmodulin,ko:K18646
gene-Mapmodulin,ko:K18647
gene-Marcal1,ko:K14440
gene-Marf,ko:K06030
gene-Marf,ko:K21356
gene-Marf1,ko:K17573
gene-Mat1,ko:K10842
gene-Mat89Ba,ko:K14544
gene-Mau2,ko:K11266
gene-Max,ko:K04453
gene-Mbs,ko:K06270
gene-Mbs,ko:K17457
gene-Mcad,ko:K00249
gene-Mccc1,ko:K01968
gene-Mccc2,ko:K01969
gene-Mccc2,ko:K17425
gene-Mcm10,ko:K10736
gene-Mcm2,ko:K02540
gene-Mcm3,ko:K02541
gene-Mcm5,ko:K02209
gene-Mcm6,ko:K02542
gene-Mcm7,ko:K02210
gene-Mct1,ko:K08187
gene-Mdh1,ko:K00025
gene-Mdh2,ko:K00026
gene-Med,ko:K04501
gene-Mef2,ko:K04454
gene-Mef2,ko:K09260
gene-Meltrin,ko:K06835
gene-Membrin,ko:K08496
gene-Mer,ko:K16684
gene-MetRS,ko:K01874
gene-MetRS-m,ko:K01874
gene-Mettl14,ko:K05925
gene-Mettl3,ko:K05925
gene-Mettl5,ko:K07579
gene-Mfap1,ko:K13110
gene-Mgat2,ko:K00736
gene-Mhc,ko:K10352
gene-Mhc,ko:K17751
gene-Mhcl,ko:K10362
gene-Mi-2,ko:K11642
gene-Mi-2,ko:K11643
gene-Mi-2,ko:K14435
gene-Mical,ko:K19947
gene-Mif,ko:K07253
gene-Miro,ko:K07870
gene-Miro,ko:K07871
gene-Mitf,ko:K09455
gene-Mk,ko:K00869
gene-Mkk4,ko:K04430
gene-Mkp,ko:K14165
gene-Mlc-c,ko:K12751
gene-Mlc1,ko:K12749
gene-Mlc2,ko:K12757
gene-Mlf,ko:K15622
gene-Mlh1,ko:K08734
gene-Mmp1,ko:K07763
gene-Mmp1,ko:K07994
gene-Mms19,ko:K15075
gene-MnM,ko:K12567
gene-Mnn1,ko:K14970
gene-Mo25,ko:K08272
gene-Moca-cyp,ko:K01802
gene-Moca-cyp,ko:K09566
gene-Moca-cyp,ko:K12740
gene-Mocs2B,ko:K03635
gene-Mocs2B,ko:K21232
gene-Moe,ko:K05762
gene-Moe,ko:K05763
gene-Moe,ko:K08007
gene-Mon1,ko:K20195
gene-Mondo,ko:K09113
gene-Mp20,ko:K20526
gene-Mpc1,ko:K22138
gene-Mpi,ko:K01809
gene-Mpk,ko:K13273
gene-Mps1,ko:K08866
gene-MrgBP,ko:K11343
gene-Mrgn1,ko:K07195
gene-Mrgn1,ko:K10604
gene-Mrm2,ko:K02427
gene-Msh6,ko:K08737
gene-Msp300,ko:K19326
gene-MsrA,ko:K07304
gene-Mt2,ko:K15336
gene-Mtap,ko:K00772
gene-Mtch,ko:K17885
gene-Mthfs,ko:K01934
gene-Mtl,ko:K04392
gene-Mtmr6,ko:K18083
gene-Mtpalpha,ko:K07515
gene-Mtpbeta,ko:K07509
gene-Mtr4,ko:K12598
gene-Mul1,ko:K15688
gene-Mulk,ko:K09881
gene-Muted,ko:K20187
gene-Mvb12,ko:K12186
gene-Mvd,ko:K01597
gene-Mybbp1A,ko:K02331
gene-Mybbp1A,ko:K10575
gene-Myc,ko:K04377
gene-Myo10A,ko:K10361
gene-Myo31DF,ko:K10356
gene-Myo61F,ko:K10356
gene-Mys45A,ko:K14856
gene-N,ko:K02599
gene-N,ko:K20994
gene-N,ko:K20995
gene-NANS,ko:K05304
gene-NAT1,ko:K03260
gene-NAT1,ko:K17682
gene-NC2alpha,ko:K21752
gene-NC2beta,ko:K21751
gene-ND-13A,ko:K03939
gene-ND-13B,ko:K03949
gene-ND-18,ko:K03937
gene-ND-24,ko:K03943
gene-ND-30,ko:K03936
gene-ND-39,ko:K03953
gene-ND-42,ko:K03954
gene-ND-49,ko:K03935
gene-ND-51,ko:K03942
gene-ND-75,ko:K03934
gene-ND-ACP,ko:K03955
gene-ND-ASHI,ko:K03964
gene-ND-B12,ko:K03959
gene-ND-B14.5B,ko:K03968
gene-ND-B14.7,ko:K03956
gene-ND-B15,ko:K03960
gene-ND-B16.6,ko:K11353
gene-ND-B17,ko:K03962
gene-ND-B17.2,ko:K11352
gene-ND-B17.2,ko:K18160
gene-ND-B18,ko:K03963
gene-ND-B22,ko:K03965
gene-ND-B8,ko:K03946
gene-ND-MLRQ,ko:K03948
gene-ND-MNLL,ko:K03957
gene-ND-PDSW,ko:K03966
gene-ND-SGDH,ko:K03961
gene-NELF-B,ko:K15180
gene-NFAT,ko:K17335
gene-NGR-A1,ko:K04009
gene-NGR-A1,ko:K04218
gene-NGR-A1,ko:K04219
gene-NGR-A1,ko:K04220
gene-NGR-A1,ko:K04221
gene-NGR-A10,ko:K04205
gene-NGR-A10,ko:K04209
gene-NGR-A10,ko:K04314
gene-NGR-A11,ko:K04205
gene-NGR-A11,ko:K04209
gene-NGR-A11,ko:K04314
gene-NGR-A14,ko:K04169
gene-NGR-A15,ko:K04169
gene-NGR-A15,ko:K12812
gene-NGR-A16,ko:K04238
gene-NGR-A16,ko:K04239
gene-NGR-A17,ko:K04232
gene-NGR-A2,ko:K05052
gene-NGR-A2,ko:K05053
gene-NGR-A21,ko:K04280
gene-NGR-A22,ko:K04240
gene-NGR-A22,ko:K14072
gene-NGR-A23,ko:K14071
gene-NGR-A24,ko:K04222
gene-NGR-A24,ko:K04223
gene-NGR-A24,ko:K04224
gene-NGR-A24,ko:K04225
gene-NGR-A25,ko:K05052
gene-NGR-A25,ko:K05053
gene-NGR-A26,ko:K08376
gene-NGR-A27,ko:K05052
gene-NGR-A27,ko:K05053
gene-NGR-A28,ko:K04280
gene-NGR-A29,ko:K04280
gene-NGR-A30,ko:K08376
gene-NGR-A32,ko:K04225
gene-NGR-A33,ko:K04225
gene-NGR-A5,ko:K04238
gene-NGR-A5,ko:K04239
gene-NGR-A7,ko:K04205
gene-NGR-A7,ko:K04209
gene-NGR-A7,ko:K04314
gene-NGR-A9,ko:K04194
gene-NGR-A9,ko:K04195
gene-NGR-A9,ko:K04196
gene-NGR-A9,ko:K08378
gene-NGR-B2,ko:K04579
gene-NGR-B2,ko:K04590
gene-NGR-B3,ko:K04577
gene-NGR-B3,ko:K04579
gene-NGR-B3,ko:K04585
gene-NGR-B4,ko:K04576
gene-NGR-B4,ko:K04577
gene-NHP2,ko:K02449
gene-NHP2,ko:K11129
gene-NO66,ko:K16914
gene-NP15.6,ko:K11351
gene-NPF2,ko:K05232
gene-NPFR,ko:K04204
gene-NPFR,ko:K04206
gene-NPFR,ko:K04208
gene-NPFR,ko:K04209
gene-NPFR,ko:K04217
gene-NPFR,ko:K04221
gene-NPFR,ko:K04230
gene-NTPase,ko:K01511
gene-NUCB1,ko:K20371
gene-NaPi-III,ko:K14640
gene-Naa15-16,ko:K20792
gene-Naa20A,ko:K17972
gene-Naa35,ko:K20823
gene-Naa40,ko:K20794
gene-Naa60,ko:K21121
gene-Naam,ko:K03679
gene-Nab2,ko:K15193
gene-Nacalpha,ko:K03626
gene-Nadk2,ko:K00858
gene-Nadsyn,ko:K01950
gene-Nanoso,ko:K18741
gene-Naprt,ko:K00763
gene-Nasp,ko:K11291
gene-Naxd,ko:K17757
gene-Naxe,ko:K17759
gene-Nc73EF,ko:K00164
gene-Nca,ko:K19695
gene-Ncc69,ko:K10951
gene-Ncc69,ko:K14425
gene-Ncd,ko:K10405
gene-Ncoa6,ko:K14971
gene-Nct,ko:K06171
gene-Ndae1,ko:K13575
gene-Ndae1,ko:K13855
gene-Ndae1,ko:K13858
gene-Ndae1,ko:K13859
gene-Ndae1,ko:K13861
gene-Ndc1,ko:K14315
gene-Ndc80,ko:K11547
gene-Ndf,ko:K00020
gene-Ndufs8,ko:K03941
gene-Nedd4,ko:K10591
gene-Nedd4,ko:K13305
gene-Nedd8,ko:K12158
gene-Nelf-A,ko:K15179
gene-Nelf-E,ko:K15182
gene-Nep1,ko:K14568
gene-Nep3,ko:K01415
gene-Nep4,ko:K01389
gene-Nep4,ko:K08635
gene-Nep4,ko:K08636
gene-NetA,ko:K06843
gene-Neurl4,ko:K16777
gene-Nf-YA,ko:K08064
gene-Nf-YB,ko:K08065
gene-Nf1,ko:K08052
gene-NfI,ko:K09168
gene-NfI,ko:K09169
gene-NfI,ko:K09170
gene-NfI,ko:K09171
gene-NfI,ko:K09172
gene-Nfs1,ko:K04487
gene-Nhe1,ko:K14724
gene-Nhe2,ko:K05742
gene-Nhe2,ko:K12040
gene-Nhe2,ko:K13961
gene-Nhe2,ko:K14722
gene-Nhe2,ko:K14723
gene-Nhe3,ko:K09273
gene-Nhe3,ko:K12041
gene-NiPp1,ko:K13216
gene-NimA,ko:K04437
gene-Nipped-A,ko:K08874
gene-Nipped-B,ko:K06672
gene-Nipsnap,ko:K19269
gene-NitFhit,ko:K11206
gene-Nle,ko:K14855
gene-Nlg3,ko:K07378
gene-Nlg3,ko:K12298
gene-Nlg3,ko:K15743
gene-Nmd3,ko:K07562
gene-Nmdar1,ko:K05208
gene-Nmdar2,ko:K05209
gene-Nmdar2,ko:K05210
gene-Nmdar2,ko:K05211
gene-Nmdar2,ko:K05212
gene-Nmdmc,ko:K00049
gene-Nmdmc,ko:K13403
gene-Nmnat,ko:K06210
gene-Nmt,ko:K00671
gene-Nnp-1,ko:K14849
gene-Noc1,ko:K14832
gene-Noc2,ko:K14833
gene-Noc3,ko:K14834
gene-Noki,ko:K20230
gene-Non1,ko:K06943
gene-Non2,ko:K15223
gene-Non3,ko:K14847
gene-Nop10,ko:K11130
gene-Nop17l,ko:K19751
gene-Nop56,ko:K14564
gene-Nop60B,ko:K11131
gene-Nopp34,ko:K06173
gene-Nopp34,ko:K14838
gene-Nos,ko:K13240
gene-Nos,ko:K13241
gene-Nos,ko:K13242
gene-Nost,ko:K20126
gene-Not1,ko:K12604
gene-Not3,ko:K12580
gene-Notum,ko:K19882
gene-Nox,ko:K21424
gene-Np,ko:K08670
gene-Np,ko:K09640
gene-Npc1a,ko:K12385
gene-Npl4,ko:K14015
gene-Nprl3,ko:K20406
gene-Nrk,ko:K05122
gene-Nrk,ko:K05129
gene-Nrx-IV,ko:K07379
gene-Nrx-IV,ko:K07380
gene-Ns1,ko:K14538
gene-Ns2,ko:K14537
gene-Ns2,ko:K16474
gene-Ns3,ko:K14539
gene-Nsun2,ko:K15335
gene-Nsun5,ko:K15264
gene-Nt5b,ko:K01081
gene-Ntan1,ko:K14662
gene-Nthl1,ko:K10773
gene-Nuak1,ko:K08800
gene-Nubp1,ko:K15255
gene-Nubpl,ko:K03593
gene-Nup107,ko:K14301
gene-Nup133,ko:K14300
gene-Nup154,ko:K14312
gene-Nup188,ko:K14311
gene-Nup205,ko:K14310
gene-Nup35,ko:K14313
gene-Nup43,ko:K14305
gene-Nup44A,ko:K14299
gene-Nup44A,ko:K16725
gene-Nup50,ko:K14295
gene-Nup54,ko:K14308
gene-Nup58,ko:K14307
gene-Nup62,ko:K14306
gene-Nup75,ko:K14304
gene-Nup98-96,ko:K14297
gene-Nurf-38,ko:K01507
gene-Nurf-38,ko:K11726
gene-Nxt1,ko:K14285
gene-OXA1L,ko:K03217
gene-Oamb,ko:K04135
gene-Oamb,ko:K04165
gene-Oat,ko:K00819
gene-Oatp30B,ko:K14353
gene-Oatp30B,ko:K14356
gene-Obsc,ko:K08809
gene-Obsc,ko:K12567
gene-Obsc,ko:K17341
gene-Ocrl,ko:K01099
gene-Oct-TyrR,ko:K04153
gene-Octalpha2R,ko:K04138
gene-Octalpha2R,ko:K04139
gene-Octalpha2R,ko:K04140
gene-Oda,ko:K16548
gene-Oda,ko:K16613
gene-OdsH,ko:K09328
gene-Oga,ko:K15719
gene-Ogg1,ko:K03660
gene-Ogg1,ko:K20315
gene-Opa1,ko:K17079
gene-Or-1,ko:K08471
gene-Or-11,ko:K08471
gene-Or-13,ko:K08471
gene-Or-14,ko:K08471
gene-Or-18,ko:K08471
gene-Or-29,ko:K08471
gene-Or-36,ko:K08471
gene-Or-42,ko:K08471
gene-Or-44,ko:K08471
gene-Or-49,ko:K19026
gene-Or-56,ko:K08471
gene-Or-60,ko:K08471
gene-Or-64,ko:K08471
gene-Or85e,ko:K08471
gene-Orai,ko:K10640
gene-Orai,ko:K16056
gene-Orai,ko:K16057
gene-Orai,ko:K16058
gene-Orc1,ko:K02603
gene-Orc2,ko:K02604
gene-Orc2,ko:K20472
gene-Orc3,ko:K02605
gene-Orc4,ko:K02606
gene-Orc5,ko:K02607
gene-Orc6,ko:K02608
gene-Orco,ko:K08471
gene-Ork1,ko:K04920
gene-Orp8,ko:K20464
gene-Orp8,ko:K22285
gene-Osbp,ko:K20456
gene-Osbp,ko:K20462
gene-Oscillin,ko:K02564
gene-Oseg1,ko:K19656
gene-Oseg2,ko:K19676
gene-Oseg4,ko:K19674
gene-Oseg5,ko:K19678
gene-Oseg6,ko:K19671
gene-Osi24,ko:K04209
gene-Ost48,ko:K12670
gene-OstDelta,ko:K12667
gene-P32,ko:K15414
gene-P37k,ko:K09640
gene-P38mapk,ko:K04441
gene-P450,ko:K07414
gene-P450,ko:K07418
gene-P450,ko:K07422
gene-P450,ko:K14937
gene-P450,ko:K14985
gene-P58IPK,ko:K09523
gene-P5CDh1,ko:K00294
gene-P5CS,ko:K12657
gene-P5cr,ko:K00286
gene-PAH,ko:K00500
gene-PAN2,ko:K12571
gene-PAN3,ko:K12572
gene-PAPLA1,ko:K16545
gene-PCB,ko:K01958
gene-PDCD-5,ko:K06875
gene-PDZ-GEF,ko:K08018
gene-PDZ-GEF,ko:K08020
gene-PGAP1,ko:K05294
gene-PGRP-S1,ko:K01446
gene-PGRP-S2,ko:K01446
gene-PGRP-S5,ko:K01446
gene-PGS1,ko:K00995
gene-PGS1,ko:K19948
gene-PH,ko:K11456
gene-PH,ko:K11457
gene-PH,ko:K11458
gene-PH4alphaEFB,ko:K00472
gene-PHO,ko:K07765
gene-PHO,ko:K09201
gene-PI31,ko:K06700
gene-PIG-A,ko:K03857
gene-PIG-B,ko:K05286
gene-PIG-F,ko:K05287
gene-PIG-G,ko:K05310
gene-PIG-K,ko:K05290
gene-PIG-L,ko:K03434
gene-PIG-M,ko:K05284
gene-PIG-N,ko:K05285
gene-PIG-N,ko:K06626
gene-PIG-O,ko:K05288
gene-PIG-Q,ko:K03860
gene-PIG-S,ko:K05291
gene-PIG-T,ko:K05292
gene-PIG-T,ko:K15168
gene-PIG-U,ko:K05293
gene-PIG-V,ko:K07542
gene-PIG-Z,ko:K08098
gene-PIP4K,ko:K00889
gene-PIP4K,ko:K00920
gene-PKD,ko:K06070
gene-PKD,ko:K22154
gene-PMCA,ko:K01537
gene-PMCA,ko:K05850
gene-PNKP,ko:K08073
gene-PNPase,ko:K00962
gene-POLDIP2,ko:K17809
gene-POSH,ko:K12171
gene-PPO1,ko:K00505
gene-PPO2,ko:K00505
gene-PPP1R15,ko:K14019
gene-PPP4R2r,ko:K15425
gene-PQBP1,ko:K12865
gene-PRL-1,ko:K18041
gene-PSMG1,ko:K11875
gene-PSR,ko:K11323
gene-PTP-ER,ko:K04458
gene-PTP-ER,ko:K18018
gene-PTP-ER,ko:K20220
gene-PTPMT1,ko:K14165
gene-Pa1,ko:K14973
gene-Pabp,ko:K13126
gene-Pabp2,ko:K02163
gene-Pabp2,ko:K14396
gene-Paf-AHalpha,ko:K16795
gene-Paics,ko:K01587
gene-Paip1,ko:K14322
gene-Pak,ko:K01930
gene-Pak,ko:K04409
gene-Pak,ko:K04410
gene-Pak,ko:K05733
gene-Pak3,ko:K04409
gene-Papss,ko:K13811
gene-Papst2,ko:K15277
gene-Parg,ko:K07759
gene-Parn,ko:K01148
gene-Parp1,ko:K10798
gene-Parp16,ko:K00774
gene-Pask,ko:K08801
gene-Past1,ko:K12476
gene-Past1,ko:K12477
gene-Past1,ko:K12483
gene-Patj,ko:K06095
gene-Patronin,ko:K17493
gene-Patsas,ko:K20032
gene-Pax,ko:K05760
gene-Pbanr,ko:K05052
gene-Pbanr,ko:K05053
gene-Pbp49,ko:K15210
gene-Pbp95,ko:K09453
gene-Pc,ko:K11453
gene-Pc,ko:K11454
gene-Pc,ko:K11455
gene-Pcd,ko:K01724
gene-Pcf11,ko:K14400
gene-Pcif1,ko:K17584
gene-Pcl,ko:K11467
gene-Pcl,ko:K11485
gene-Pcl,ko:K11486
gene-Pcmt,ko:K00573
gene-Pcna,ko:K04802
gene-Pde11,ko:K13298
gene-Pde11,ko:K13762
gene-Pde1c,ko:K13293
gene-Pde1c,ko:K13755
gene-Pde1c,ko:K18437
gene-Pde8,ko:K18437
gene-Pdhb,ko:K00162
gene-Pdhb,ko:K09189
gene-Pdi,ko:K09580
gene-Pdk,ko:K00898
gene-Pdk,ko:K12077
gene-Pdk1,ko:K06276
gene-Pdp1,ko:K09057
gene-Pdss2,ko:K12505
gene-Pdxk,ko:K00868
gene-Pect,ko:K00967
